state,year,quarter,genericind,drugtype,imprx,adjmedamt,unadjmedamt,percap_rx,percap_adjmedamt,percap_unadjmedamt,futurerevision
PA,2017,all,all,bup,474100,72512086.147726,91252449.65000001,199.522572490273,30516.3424695857,38403.12908712742,no
PA,2017,all,all,naloxone,18264,1193139.954018736,2117376.33,7.686311461637514,502.1268782255731,891.0870539793569,no
PA,2017,all,all,naltrexone,44721,12381752.59494,26272420.79,18.82060528229803,5210.797573677582,11056.61459938353,no
PA,2018,all,all,all,643376,108291390.1225311,148917253.4,258.9291427692929,43582.28596298598,59932.32070580744,no
PA,2018,all,all,bup,558038,85265408.16108,105467076.89,224.5845368380087,34315.39106684476,42445.63025277723,no
PA,2018,all,all,naloxone,30785,1983777.669651155,3593483.36,12.38954151251008,798.3789439575602,1446.211182823914,no
PA,2018,all,all,naltrexone,54553,21042204.2918,39856693.15,21.95506441877415,8468.515952183654,16040.4792702063,no
PA,2019,,,,,,,,,,yes
RI,2010,all,all,all,1294,-198869.307,35243.4,10.42929279254717,-1602.833253596561,284.0523474535215,no
RI,2010,all,all,bup,971,-207687.1741,11898.66,7.825999460249844,-1673.902896403106,95.90000693892526,no
RI,2010,all,all,naloxone,49,215.1722,425.58,.3949268522680148,1.734230196767015,3.430060607922893,no
RI,2010,all,all,naltrexone,274,8602.694899999999,22919.16,2.208366480029307,69.33541260977763,184.7222799066734,no
RI,2011,all,all,all,1681,-304136.9303103029,31528.05,13.04148232428444,-2359.54574705767,244.5999445533349,no
RI,2011,all,all,bup,1360,-301337.2759103029,17277.4,10.55111003035505,-2337.825554689018,134.0409914988649,no
RI,2011,all,all,naloxone,25,127.8654,206.54,.1939542284991737,.9920014003495298,1.602372254168773,no
RI,2011,all,all,naltrexone,296,-2927.519800000002,14044.11,2.296418065430216,-22.71219376900223,108.9565808003012,no
RI,2012,all,all,all,14364,628667.1596250653,4269056.6,106.3320656247398,4653.820500791644,31602.45102665889,no
RI,2012,all,all,bup,13762,588149.3076750652,4206451.84,101.87565351766,4353.87989284672,31139.00815219906,no
RI,2012,all,all,naloxone,22,272.53525,418.98,.1628589142122163,2.017490677252496,3.101573994392472,no
RI,2012,all,all,naltrexone,580,40245.3167,62185.78000000001,4.29355319286752,297.9231172676716,460.3413004654435,no
RI,2013,all,all,all,15839,2596513.628418629,4206627.02,128.4614360086037,21058.89698355749,34117.64301671779,no
RI,2013,all,all,bup,15225,2566457.442768629,4171327.13,123.4816189930545,20815.12775762528,33831.34498272917,no
RI,2013,all,all,naloxone,43,201.67125,741.6400000000001,.3487494001117468,1.635644824588049,6.01503500229944,no
RI,2013,all,all,naltrexone,571,29854.5144,34558.24999999999,4.631067615437383,242.1335811076164,280.2829989863203,no
RI,2014,all,all,all,29209,5943175.7198,7122487.2,163.3117753896985,33229.16149999957,39822.86383725573,no
RI,2014,all,all,bup,27865,5886317.3937,7055002.609999999,155.7972755395237,32911.25831327364,39445.547660586,no
RI,2014,all,all,naloxone,365,10075.6857,12810.04,2.040768188477522,56.33462699632295,71.62280034280712,no
RI,2014,all,all,naltrexone,979,46782.6404,54674.55,5.473731661697244,261.5685597295982,305.6933763269143,no
RI,2015,all,all,all,36066,7274103.449699999,8783719.68,187.1367786832654,37743.36736498881,45576.36016669447,no
RI,2015,all,all,bup,33743,7195683.836949999,8679725.629999999,175.0833561556431,37336.46907530811,45036.76299708247,no
RI,2015,all,all,naloxone,623,18240.14915,24039.47,3.232579524196594,94.64323059483451,124.7343475032717,no
RI,2015,all,all,naltrexone,1700,60179.4636,79954.58,8.820843003425697,312.2550590858656,414.8628221087295,no
RI,2016,all,all,all,37300,6809777.501572471,9186875.359999999,187.6296919900466,34255.13284559764,46212.61646508709,no
RI,2016,all,all,bup,34200,6658812.8916,8951759.66,172.0358033796138,33495.73758365308,45029.91709851808,no
RI,2016,all,all,naloxone,1044,47368.54997247215,66163.17999999999,5.251619261061895,238.2773844865974,332.81976097807,no
RI,2016,all,all,naltrexone,2056,103596.06,168952.52,10.34226934937093,521.1178774579729,849.8796055909435,no
RI,2017,all,all,all,43415,9191251.542149998,11207186.65,199.7176483982933,42281.58801878116,51555.2910952147,no
RI,2017,all,all,bup,38911,8930547.524599999,10752111.22,178.9983511879763,41082.29760502847,49461.85346482331,no
RI,2017,all,all,naloxone,1642,67923.17634999999,113287.27,7.553527091327826,312.460141710574,521.1440091641718,no
RI,2017,all,all,naltrexone,2862,192780.8412,341788.16,13.16577011898918,886.8302720421241,1572.293621227217,no
RI,2018,all,all,all,53533,11098839.63335,13728112.56,241.8530106962457,50142.6742487907,62021.283204994,no
RI,2018,all,all,bup,45684,10544229.958,12782624.56,206.3925604888067,47637.04183990899,57749.72884829492,no
RI,2018,all,all,naloxone,3862,236247.85155,433666.8099999999,17.44786070851439,1067.327707542772,1959.233064418895,no
RI,2018,all,all,naltrexone,3987,318361.8238,511821.19,18.01258949892462,1438.304701338944,2312.321292280186,no
RI,2019,,,,,,,,,,yes
SC,2010,all,all,all,6002,575863.1877999998,2330374.18,12.13664135335077,1164.452678928004,4712.248524120108,no
SC,2010,all,all,bup,5716,552432.0794999999,2305669.21,11.55832088899584,1117.072645947561,4662.292616000267,no
SC,2010,all,all,naloxone,0,0,0,0,0,0,no
SC,2010,all,all,naltrexone,286,23431.1083,24704.97,.578320464354935,47.38003298044326,49.95590811984175,no
SC,2011,all,all,all,7874,908785.0480625699,3038964.27,15.11094068496398,1744.043301581869,5832.055985229218,no
SC,2011,all,all,bup,7545,887134.21526257,3015901.88,14.47955898756074,1702.493333303882,5787.797106978837,no
SC,2011,all,all,naloxone,4,25.9678,31.45,.0076763732207081,.0498346311301762,.0603554844478178,no
SC,2011,all,all,naltrexone,325,21624.865,23030.94,.6237053241825368,41.50013364685721,44.19852276593402,no
SC,2012,all,all,all,9411,1164578.039356701,3755073.07,16.4464123576151,2035.185491221252,6562.265449176035,no
SC,2012,all,all,bup,9016,1145959.861206701,3734778.97,15.75612090280074,2002.648860129717,6526.800021800977,no
SC,2012,all,all,naloxone,1,5.533999999999999,10.83,.0017475733033275,.0096710706606144,.0189262188750368,no
SC,2012,all,all,naltrexone,394,18612.64415,20283.27,.6885438815110348,32.52696002087476,35.44650115618358,no
SC,2013,all,all,all,10401,2346421.550292111,3809048.36,17.02461119025271,3840.680182881759,6234.743518303022,no
SC,2013,all,all,bup,9962,2328984.16225211,3789341.7,16.30604525308119,3812.1382396499,6202.487175224615,no
SC,2013,all,all,naloxone,2,1.835750000000001,9.15,.0032736489164989,.0030048004992315,.0149769437929826,no
SC,2013,all,all,naltrexone,437,17435.55229,19697.51,.7152922882550172,28.53893843135951,32.24136613461346,no
SC,2014,all,all,all,12920,2847057.54615,3683701.74,20.49117562073483,4515.445524806347,5842.366818014431,no
SC,2014,all,all,bup,12372,2805434.3565,3627722.95,19.6220452615891,4449.430966833181,5753.584216085156,no
SC,2014,all,all,naloxone,3,168.87015,293.39,.0047580129150313,.267828784887758,.4653178030470118,no
SC,2014,all,all,naltrexone,545,41454.3195,55685.39999999999,.8643723462306874,65.74672918827804,88.31728412622809,no
SC,2015,all,all,all,16347,3344855.1267,4349949.07,24.13482326163933,4938.367120492611,6422.294733075326,no
SC,2015,all,all,bup,15597,3303054.71995,4293101.59,23.02751810190179,4876.65271239474,6338.364722512557,no
SC,2015,all,all,naloxone,9,3099.3514,5375.889999999999,.0132876619168504,4.575903729413005,7.937000980241892,no
SC,2015,all,all,naltrexone,741,38701.05535,51471.59,1.094017497820685,57.13850436845726,75.99300958252657,no
SC,2016,all,all,all,19201,3038900.664972556,4599764.109999999,27.66155686837062,4377.934668062479,6626.563018064432,no
SC,2016,all,all,bup,18458,3012844.2212,4506252.61,26.59116799522863,4340.396946006228,6491.847447255796,no
SC,2016,all,all,naloxone,58,-2013.044277444253,59390.29000000001,.0835566011335605,-2.900054099217346,85.55949608166362,no
SC,2016,all,all,naltrexone,685,28069.48805,34121.21,.9868322720084305,40.43777615546714,49.1560747269734,no
SC,2017,all,all,all,24569,4275227.7313,5246429.79,35.98161157902291,6261.125143046274,7683.462854833111,no
SC,2017,all,all,bup,23238,4203535.1562,5126503.609999999,34.03234522664066,6156.130459080784,7507.829445784472,no
SC,2017,all,all,naloxone,232,18709.6433,32143.05,.3397669374550578,27.40050950395491,47.07390370243446,no
SC,2017,all,all,naltrexone,1099,52982.9318,87783.13,1.609499414927192,77.59417446153532,128.5595053462035,no
SC,2018,all,all,all,35040,5146535.107620001,6035588.159999999,56.399974648984,8283.802785384538,9714.812192229108,no
SC,2018,all,all,bup,32547,4963497.1857,5722652.1,52.38727097318727,7989.18708458286,9211.113965894836,no
SC,2018,all,all,naloxone,1115,78829.31939999999,142063.52,1.79469097413291,126.8827515912289,228.6637821502691,no
SC,2018,all,all,naltrexone,1378,104208.60252,170872.54,2.218012701663811,167.7329492104467,275.0344441840041,no
SC,2019,,,,,,,,,,yes
SD,2010,all,all,all,248,14128.85385,36606.2,3.767003969214616,214.6106795701742,556.0310512010648,no
SD,2010,all,all,bup,134,6743.661799999999,27856.28,2.035397305946607,102.4330676114556,423.1238601917489,no
SD,2010,all,all,naloxone,7,483.21165,509.76,.1063267249375093,7.339758885164289,7.743015900592106,no
SD,2010,all,all,naltrexone,107,6901.980399999999,8240.16,1.625279938330499,104.8378530735544,125.1641751087238,no
SD,2011,all,all,all,330,25172.4233448212,62321.99000000001,4.927366833361913,375.859890620052,930.5554742882207,no
SD,2011,all,all,bup,187,16755.9555948212,53367.03,2.792174538905084,250.1901207854757,796.8452533849401,no
SD,2011,all,all,naloxone,19,2855.26835,2902.15,.2836968782844738,42.63319566102422,43.33320501648871,no
SD,2011,all,all,naltrexone,124,5561.1994,6052.81,1.851495416172355,83.03657417355204,90.37701588679188,no
SD,2012,all,all,all,445,32388.80859197878,85787.98,6.585545906029948,479.3213164586371,1269.57456286647,no
SD,2012,all,all,bup,280,21545.36864197879,74139.92,4.143714277951428,318.8494702339088,1097.195160964917,no
SD,2012,all,all,naloxone,18,881.8140500000001,1089.47,.2663816321540204,13.04994810529705,16.12304426571337,no
SD,2012,all,all,naltrexone,147,9961.625899999999,10558.59,2.1754499959245,147.4218981194312,156.2563576358399,no
SD,2013,all,all,all,405,66944.7315946892,103985.92,5.996921025269896,991.2648603240534,1539.741604888971,no
SD,2013,all,all,bup,263,56149.7969946892,92361.85000000001,3.894296863323414,831.4219707705879,1367.621531352653,no
SD,2013,all,all,naloxone,36,4960.0414,5421.37,.5330596466906574,73.44438656263982,80.27537713275915,no
SD,2013,all,all,naltrexone,106,5834.8932,6202.7,1.569564515255825,86.39850299082555,91.84469640355947,no
SD,2014,all,all,all,509,82224.81065,98862.78999999999,7.31641225835946,1181.906900944883,1421.062728195711,no
SD,2014,all,all,bup,342,69808.15489999999,85683.04000000001,4.915939081255276,1003.428762757988,1231.615803908652,no
SD,2014,all,all,naloxone,35,7187.12565,7554.559999999999,.5030931808302184,103.3083972652843,108.5899320049352,no
SD,2014,all,all,naltrexone,132,5229.5301,5625.190000000001,1.897379996273966,75.16974092161057,80.85699228212388,no
SD,2015,all,all,all,527,80531.74170000001,97168.64999999999,8.681132776121531,1326.578258804598,1600.633685628997,no
SD,2015,all,all,bup,362,68043.2252,83819.02,5.963131053047428,1120.858202043147,1380.728732038683,no
SD,2015,all,all,naloxone,57,8638.553899999999,9215.750000000002,.9389460497892359,142.3006326367789,151.8086326025465,no
SD,2015,all,all,naltrexone,108,3849.9626,4133.880000000001,1.779055673284868,63.41942412467186,68.09632098776714,no
SD,2016,all,all,all,793,111363.64525,137682.59,13.18427420962741,1851.511772963016,2289.085776105555,no
SD,2016,all,all,bup,500,83794.8934,109119.74,8.312909337722203,1393.158703596593,1814.205011151638,no
SD,2016,all,all,naloxone,85,20864.51245,21274.31,1.413194587412774,346.8896007452523,353.7028205051936,no
SD,2016,all,all,naltrexone,208,6704.2394,7288.540000000001,3.458170284492437,111.4634686211702,121.1779444487236,no
SD,2017,all,all,all,1065,110065.20525,129814.11,17.59200864424228,1818.09205839277,2144.31074672734,no
SD,2017,all,all,bup,726,94165.7317,111007.32,11.99229885044121,1555.459498645821,1833.654209402975,no
SD,2017,all,all,naloxone,86,7672.14575,9228.82,1.420575345920034,126.7309430552926,152.4445833015549,no
SD,2017,all,all,naltrexone,253,8227.327799999999,9577.969999999999,4.17913444788103,135.9016166916571,158.2119540228105,no
SD,2018,all,all,all,859,110084.98575,131454.7,13.50870205050873,1731.20520690483,2067.267026122247,no
SD,2018,all,all,bup,554,92591.992,108507.63,8.712247888220995,1456.109001386598,1706.399585421237,no
SD,2018,all,all,naloxone,94,8793.88135,12435.59,1.478251446737858,138.2932747667933,195.5630734950941,no
SD,2018,all,all,naltrexone,211,8699.1124,10511.48,3.318202715549873,136.8029307514388,165.3043672059156,no
SD,2019,,,,,,,,,,yes
TN,2010,all,all,all,43332,3409741.881157999,14390573.38,54.01822657016533,4250.627930448042,17939.47321414728,no
TN,2010,all,all,bup,42085,3140093.855,13920012.85,52.46370038782904,3914.481245060783,17352.86642644957,no
TN,2010,all,all,naloxone,77,2624.80375,2883.93,.0959891868804286,3.27211399588571,3.595144100260706,no
TN,2010,all,all,naltrexone,1170,267023.222408,467676.6,1.458536995455862,332.8745713913733,583.0116435974471,no
TN,2011,all,all,all,51718,5065453.398506607,15404645.88,63.60078022187655,6229.29711749442,18944.03296743332,no
TN,2011,all,all,bup,50293,4675154.147746607,14534870.52,61.84837077417606,5749.322314363018,17874.41713708869,no
TN,2011,all,all,naloxone,46,1902.0754,2127.99,.0565690067327878,2.339098176279785,2.616919144289243,no
TN,2011,all,all,naltrexone,1379,388397.1753599999,867647.3700000001,1.695840440967705,477.6357049551221,1066.998911200341,no
TN,2012,all,all,all,57110,3722053.070461028,11726807.25,69.9986984789363,4562.053416245852,14373.336452694,no
TN,2012,all,all,bup,55777,3409820.751531028,11070619.19,68.36486438556523,4179.3558860732,13569.05856515385,no
TN,2012,all,all,naloxone,154,320.5817499999999,1400.54,.1887550265409944,.3929312774662885,1.716616655011197,no
TN,2012,all,all,naltrexone,1179,311911.7371800001,654787.52,1.445079066830081,382.3045988951856,802.5612708851424,no
TN,2013,all,all,all,62876,7685981.837333223,12771482.51,77.84125341304481,9515.339078947694,15811.25081940931,no
TN,2013,all,all,bup,61096,7022629.920433222,11479399.39,75.63759174443962,8694.101330594713,14211.63618783864,no
TN,2013,all,all,naloxone,92,-87.20570000000015,2235.5,.1138971199503805,-.1079617181875751,2.767576213576908,no
TN,2013,all,all,naltrexone,1688,663439.1226,1289847.62,2.089764548654807,821.3457100711671,1596.847055357096,no
TN,2014,all,all,all,77942,11295823.6641,15368088.23,92.46382515366126,13400.4139519634,18231.40569968386,no
TN,2014,all,all,bup,75401,9971174.4518,13332159.62,89.44939673617834,11828.96167775897,15816.15144625982,no
TN,2014,all,all,naloxone,70,1625.9401,2301.79,.0830421051648186,1.928878411084223,2.730649817818967,no
TN,2014,all,all,naltrexone,2471,1323023.2722,2033626.82,2.931386312318095,1569.523395793354,2412.523603606222,no
TN,2015,all,all,all,83143,10359052.257,15515172.68,86.07720514894247,10724.63425994257,16062.71967210262,no
TN,2015,all,all,bup,79941,8834249.969700001,12460997.46,82.76220315374248,9146.020073594962,12900.75935105627,no
TN,2015,all,all,naloxone,64,5909.203049999999,11193.89,.0662586282613367,6.117745128292298,11.5889343173171,no
TN,2015,all,all,naltrexone,3138,1518893.08425,3042981.33,3.248743366938666,1572.496441219312,3150.371386729031,no
TN,2016,all,all,all,42174,5956267.563033769,10700806.2,40.75749122391523,5756.212901968982,10341.39552296007,no
TN,2016,all,all,bup,38043,4001078.7361,5719651.920000001,36.76524016292993,3866.693495347598,5527.544528222364,no
TN,2016,all,all,naloxone,265,-9901.799466231163,590258.2100000001,.2560993781556773,-9.56922522990196,570.4330586123896,no
TN,2016,all,all,naltrexone,3866,1965090.6264,4390896.07,3.736151682829618,1899.088631851285,4243.417936125313,no
TN,2017,all,all,all,33753,5050340.837924317,9067175.860000001,34.6042250053792,5177.706595247485,9295.84314350673,no
TN,2017,all,all,bup,28555,2856924.542299999,4204722.41,29.27513539621968,2928.974007796023,4310.762313299567,no
TN,2017,all,all,naloxone,859,59101.42102431643,110179.01,.8806633271004275,60.59191394137097,112.9576408885114,no
TN,2017,all,all,naltrexone,4339,2134314.8746,4752274.439999999,4.448426282059086,2188.14067351009,4872.12318931865,no
TN,2018,all,all,all,38761,5843357.3817,10209931.97,42.07659349045431,6343.19478778247,11083.28363733865,no
TN,2018,all,all,bup,31978,2961474.8795,4592653.220000001,34.71337959902345,3214.797725469251,4985.506116471868,no
TN,2018,all,all,naloxone,1454,97111.45160000001,181411.15,1.578374317874166,105.4183089249795,196.9289547015255,no
TN,2018,all,all,naltrexone,5329,2784771.0506,5435867.600000001,5.784839573556694,3022.97875338824,5900.848566165257,no
TN,2019,,,,,,,,,,yes
TX,2010,all,all,all,10866,807598.6833499999,2887800.4,5.627658600623595,418.2670418007472,1495.633605553493,no
TX,2010,all,all,bup,7821,544535.0042999999,2605863.21,4.050609047991638,282.0225566252071,1349.614256010041,no
TX,2010,all,all,naloxone,219,2637.32075,3241.78,.1134232683173723,1.365906571078646,1.678964761488087,no
TX,2010,all,all,naltrexone,2826,260426.3583,278695.41,1.463626284314585,134.8785786044614,144.3403847819638,no
TX,2011,all,all,all,13289,1558206.250715225,3757319.99,6.302185004863931,738.9648632510151,1781.874159037813,no
TX,2011,all,all,bup,10132,1291920.660625225,3471501.91,4.805007033582764,612.6813917425086,1646.327585338137,no
TX,2011,all,all,naloxone,150,1739.41178,2006.71,.071136108866701,.8248999049740146,.9516636068259839,no
TX,2011,all,all,naltrexone,3007,264546.17831,283811.37,1.426041862414466,125.4585716035324,134.5949100928504,no
TX,2012,all,all,all,16748,2079785.009236644,5278319.9,7.764002689215405,964.1423695189392,2446.91246107829,no
TX,2012,all,all,bup,13595,1777284.490296644,4955425.460000001,6.302341566747279,823.9098138383076,2297.225734275525,no
TX,2012,all,all,naloxone,72,585.6973,775.1599999999999,.0333776088860466,.2715163250696323,.3593470458903876,no
TX,2012,all,all,naltrexone,3081,301914.82164,322119.28,1.428283513582079,139.9610393555618,149.3273797568743,no
TX,2013,all,all,all,17362,3002139.790853367,5080078.75,8.032225128068237,1388.887378531617,2350.209433723965,no
TX,2013,all,all,bup,12998,2621715.810613367,4668814.5,6.013296982757225,1212.890888875848,2159.945233566947,no
TX,2013,all,all,naloxone,113,1018.61805,1926.71,.0522774703070908,.471245795249042,.891358626684734,no
TX,2013,all,all,naltrexone,4251,379405.36219,409337.54,1.966650675003921,175.52524386052,189.3728415303327,no
TX,2014,all,all,all,18701,3892662.483889999,5004459.02,8.837254359912199,1839.497808000831,2364.883016603226,no
TX,2014,all,all,bup,13172,3478930.076599999,4559826.16,6.224496787806186,1643.986417157533,2154.769456868707,no
TX,2014,all,all,naloxone,307,5834.94925,8064.67,.1450744392542134,2.757335474008284,3.811001557069307,no
TX,2014,all,all,naltrexone,5222,407897.45804,436568.1899999999,2.467683132851799,192.7540553692901,206.3025581774492,no
TX,2015,all,all,all,19578,3872100.0825,5007474.569999999,8.862379509063196,1752.784780273261,2266.735111927829,no
TX,2015,all,all,bup,13383,3503737.10962,4589002.579999999,6.058086881693368,1586.037795762621,2077.30526264328,no
TX,2015,all,all,naloxone,335,19169.13095,23101.6,.1516445569279891,8.677296625693591,10.45740864575413,no
TX,2015,all,all,naltrexone,5860,349193.84193,395370.3900000001,2.652648070441839,158.0696878849466,178.9724406387948,no
TX,2016,all,all,all,21352,3734168.317472619,5457305.819999999,9.615544830586368,1681.625274522913,2457.613748896117,no
TX,2016,all,all,bup,14867,3429830.53266,5018002.02,6.695124812491922,1544.571433500663,2259.78003855765,no
TX,2016,all,all,naloxone,453,12691.10580561851,94072.87,.2040015833765279,5.715244324823891,42.36427027102489,no
TX,2016,all,all,naltrexone,6032,291646.679007,345230.93,2.716418434717917,131.338596697426,155.4694400674421,no
TX,2017,all,all,all,24746,5163397.103283634,6551094.039999999,10.99040194066355,2293.211409696316,2909.527060966841,no
TX,2017,all,all,bup,16389,4793547.607240001,6047945.689999999,7.278820714682574,2128.950736493722,2686.06457804913,no
TX,2017,all,all,naloxone,850,42054.84707863284,73801.31000000001,.3775091590383909,18.67775288722684,32.77725938121364,no
TX,2017,all,all,naltrexone,7507,327794.648965,429347.0399999999,3.334072066942589,145.5829203153667,190.6852235364969,no
TX,2018,all,all,all,30345,6190163.679168899,7843489.85,13.43833346065319,2741.324227935259,3473.502458380248,no
TX,2018,all,all,bup,18899,5599658.3378,6982130.529999999,8.369453421416527,2479.817960424562,3092.048058261563,no
TX,2018,all,all,naloxone,2493,149888.5065248979,274470.75,1.104029175067009,66.37837312904495,121.5498257932303,no
TX,2018,all,all,naltrexone,8953,440616.834844,586888.5699999999,3.964850864169648,195.1278943816518,259.9045743254539,no
TX,2019,,,,,,,,,,yes
UT,2010,all,all,all,4407,235290.1805699999,918020.3199999998,28.57762078297258,1525.76209536796,5952.99218879581,no
UT,2010,all,all,bup,3819,167362.3165,833179.3500000001,24.76467750627917,1085.277243997466,5402.832654527703,no
UT,2010,all,all,naloxone,199,4095.36727,4684.990000000001,1.290434884459166,26.55680798934824,30.38027401679572,no
UT,2010,all,all,naltrexone,389,63832.49680000001,80155.98000000001,2.522508392234249,413.9280433811462,519.7792602513127,no
UT,2011,all,all,all,6226,183157.8867196582,1607086.3,35.97712821682418,1058.38335599674,9286.596509894243,no
UT,2011,all,all,bup,5577,131610.1009396582,1530657.46,32.22686220128949,760.5129258167772,8844.950159726697,no
UT,2011,all,all,naloxone,184,906.8628300000001,2342.89,1.063249532909677,5.240334132666564,13.53846031608018,no
UT,2011,all,all,naltrexone,465,50640.92294999999,74085.95,2.687016482624998,292.6300960472958,428.1078898514656,no
UT,2012,all,all,all,6231,149444.0338263028,1826777.86,34.15352763656242,819.136725951854,10012.9847740925,no
UT,2012,all,all,bup,5681,105427.7171363028,1762589.89,31.13885259241071,577.8732869321783,9661.155917194757,no
UT,2012,all,all,naloxone,87,812.27325,1502.11,.4768667797112712,4.452254356012739,8.233406419219513,no
UT,2012,all,all,naltrexone,463,43204.04344,62685.86,2.537808264440443,236.8111846636629,343.595450478524,no
UT,2013,all,all,all,6593,808722.3347595183,1836599.36,35.35042751655187,4336.217241913082,9847.500766362135,no
UT,2013,all,all,bup,5610,758348.7139095184,1702226.8,30.07976617137206,4066.123349511416,9127.020341291072,no
UT,2013,all,all,naloxone,362,983.31405,4043.780000000001,1.940975998937021,5.27234522228607,21.68198874304295,no
UT,2013,all,all,naltrexone,621,49390.3068,130328.78,3.32968534624279,264.821547179381,698.79843632802,no
UT,2014,all,all,all,5990,1200607.2162,1613567.39,29.19240464437634,5851.187257807783,7863.75829212858,no
UT,2014,all,all,bup,5034,1084548.6137,1440669.83,24.53331635722713,5285.572952859398,7021.138002722014,no
UT,2014,all,all,naloxone,228,4620.41645,6823.67,1.111163315345209,22.51770728446291,33.25531482465635,no
UT,2014,all,all,naltrexone,728,111438.18605,166073.89,3.547924971804002,543.0965976639222,809.3649745819108,no
UT,2015,all,all,all,6413,1044938.65446,1441863.73,33.28062959706575,5422.768799429214,7482.634138090383,no
UT,2015,all,all,bup,5322,984375.9066099999,1331009.23,27.61882281546608,5108.474962133666,6907.348382021784,no
UT,2015,all,all,naloxone,236,14843.44115,24793.61,1.224735472463359,77.03088521113266,128.6678544806028,no
UT,2015,all,all,naltrexone,855,45719.30669999999,86060.88999999998,4.437071309136321,237.2629520844139,446.6179015879963,no
UT,2016,all,all,all,7265,961979.0716022087,2753235.85,37.53440243198646,4970.035733608536,14224.50961928042,no
UT,2016,all,all,bup,5323,922128.2761000001,1392742.3,27.50111825815057,4764.147805788206,7195.560904645616,no
UT,2016,all,all,naloxone,624,-3476.39489779139,1226489.34,3.223877098081149,-17.96068893409587,6336.620022863243,no
UT,2016,all,all,naltrexone,1318,43327.19039999999,134004.21,6.809407075754734,223.8486167544253,692.3286917715654,no
UT,2017,all,all,all,9477,1851411.501123732,2759935.74,52.93682846318084,10341.65379864379,15416.50784402048,no
UT,2017,all,all,bup,7365,1442083.6841,1830969.79,41.13957387689426,8055.221759497053,10227.47005323375,no
UT,2017,all,all,naloxone,716,298974.6412237317,694654.54,3.999448051032761,1670.018919204571,3880.216125899525,no
UT,2017,all,all,naltrexone,1396,110353.1758,234311.41,7.79780653525382,616.4131199421589,1308.821664887204,no
UT,2018,all,all,all,15108,3312645.1643,4717593.489999999,85.67234813748021,18784.88812363317,26751.87396388604,no
UT,2018,all,all,bup,11113,2459956.2177,3104955.34,63.01805697986614,13949.57807027757,17607.14951282819,no
UT,2018,all,all,naloxone,1046,61949.85330000001,112855.35,5.931511527124988,351.296624237717,639.964444954804,no
UT,2018,all,all,naltrexone,2949,790739.0932999998,1499782.8,16.72277963048909,4484.013429117887,8504.760006103048,no
UT,2019,,,,,,,,,,yes
VA,2010,all,all,all,9714,663441.94398,2440401.3,18.38594007440306,1255.713797082741,4619.010918189759,no
VA,2010,all,all,bup,9027,605122.8374999999,2368592.07,17.08563733288413,1145.331709689905,4483.095723669579,no
VA,2010,all,all,naloxone,45,431.54748,543.67,.0851726686584453,.8168011227650456,1.029018328211932,no
VA,2010,all,all,naltrexone,642,57887.559,71265.56,1.215130072860486,109.5652862700712,134.8861761919678,no
VA,2011,all,all,all,35359,3483349.364385211,8009975.01,64.0869330483535,6313.447142152768,14517.79553111951,no
VA,2011,all,all,bup,33518,3300226.989535211,7791015,60.75018586257282,5981.544334475304,14120.93828116513,no
VA,2011,all,all,naloxone,210,25945.84215,27267.33,.3806175497088219,47.02591840126129,49.4210682461993,no
VA,2011,all,all,naltrexone,1631,157176.5327,191692.68,2.95612963607185,284.8768892762025,347.4361817081775,no
VA,2012,all,all,all,45441,3686018.28777385,10483982.64,77.66428603550939,6299.860888488081,17918.42227381164,no
VA,2012,all,all,bup,43598,3422369.316928851,10201356.09,74.5143712192984,5849.252207238247,17435.37856393666,no
VA,2012,all,all,naloxone,257,115063.754105,116550.14,.4392447681856895,196.6581789822019,199.1985962113216,no
VA,2012,all,all,naltrexone,1586,148585.21674,166076.41,2.710670048025305,253.9505022676332,283.8451136636635,no
VA,2013,all,all,all,53620,6932695.513105962,10413843.49,87.96956338418681,11373.85672069083,17085.06648576196,no
VA,2013,all,all,bup,51564,6597428.612375963,10049342.3,84.59646710820978,10823.81414563698,16487.06181330175,no
VA,2013,all,all,naloxone,340,203726.20452,213041.72,.5578077499183796,334.2354580668024,349.5185955057102,no
VA,2013,all,all,naltrexone,1716,131540.69621,151459.47,2.815288526058645,215.8071169870507,248.4860769545009,no
VA,2014,all,all,all,57741,8212941.92823,9927363.140000001,112.5429273835136,16007.83718733315,19349.41391688384,no
VA,2014,all,all,bup,56016,7990264.434300002,9692609.239999998,109.1807315480317,15573.81669878417,18891.8553169168,no
VA,2014,all,all,naloxone,209,135817.49173,138043.24,.4073616983279532,264.7217420754811,269.0599458808289,no
VA,2014,all,all,naltrexone,1516,86860.00220000002,96710.66,2.954834137153957,169.2987464735012,188.498654086207,no
VA,2015,all,all,all,62721,8467788.374025002,10269175.11,113.7578591844982,15358.1332800253,18625.33084779155,no
VA,2015,all,all,bup,60699,8120882.44977,9877610.579999998,110.0905325909959,14728.94568286217,17915.14538095613,no
VA,2015,all,all,naloxone,353,242649.164455,257501.88,.6402404982721555,440.0958129064912,467.0343681507558,no
VA,2015,all,all,naltrexone,1669,104256.7598,134062.65,3.027086095230106,189.0917842566358,243.1510986846617,no
VA,2016,all,all,all,72955,8787715.937398629,11783999.69,128.8706999445006,15522.98134145713,20815.73967782988,no
